Patent ID,Title,Publication Date,Result Link
US-11282608-B2,Method and system for using artificial intelligence and machine learning to provide recommendations to a healthcare provider in or near real-time during a telemedicine session ,2022-03-22,https://patents.google.com/patent/US11282608B2/en
US-11900059-B2,"Method, apparatus and computer program product for generating encounter vectors and client vectors using natural language processing models ",2024-02-13,https://patents.google.com/patent/US11900059B2/en
US-10176073-B2,Controlling a system under test using a cognitive control based test runner ,2019-01-08,https://patents.google.com/patent/US10176073B2/en
US-11977838-B2,"Synonym mining method, application method of synonym dictionary, medical synonym mining method, application method of medical synonym dictionary, synonym mining device and storage medium ",2024-05-07,https://patents.google.com/patent/US11977838B2/en
US-10572598-B2,Method and system for ranking and summarizing natural language passages ,2020-02-25,https://patents.google.com/patent/US10572598B2/en
US-11355222-B2,Analytics at the point of care ,2022-06-07,https://patents.google.com/patent/US11355222B2/en
US-10474725-B2,Determining similarities among industries to enhance job searching ,2019-11-12,https://patents.google.com/patent/US10474725B2/en
US-11663523-B2,Machine learning (ML) infrastructure techniques ,2023-05-30,https://patents.google.com/patent/US11663523B2/en
US-11328807-B2,System and method for using artificial intelligence in telemedicine-enabled hardware to optimize rehabilitative routines capable of enabling remote rehabilitative compliance ,2022-05-10,https://patents.google.com/patent/US11328807B2/en
US-11836220-B2,Updating of statistical sets for decentralized distributed training of a machine learning model ,2023-12-05,https://patents.google.com/patent/US11836220B2/en
US-11728033-B2,Dynamic adaptation of clinical procedures and device assessment generation based on determined emotional state ,2023-08-15,https://patents.google.com/patent/US11728033B2/en
US-11259742-B2,"System, method, and computer readable medium for dynamic pressure damage risk assessment and response ",2022-03-01,https://patents.google.com/patent/US11259742B2/en
US-11556862-B2,Techniques for adaptive and context-aware automated service composition for machine learning (ML) ,2023-01-17,https://patents.google.com/patent/US11556862B2/en
US-11581073-B2,Dynamic database updates using probabilistic determinations ,2023-02-14,https://patents.google.com/patent/US11581073B2/en
US-11720821-B2,Automated and customized post-production release review of a model ,2023-08-08,https://patents.google.com/patent/US11720821B2/en
US-11232365-B2,Digital assistant platform ,2022-01-25,https://patents.google.com/patent/US11232365B2/en
US-10783448-B2,Extracting facts from unstructured data ,2020-09-22,https://patents.google.com/patent/US10783448B2/en
US-8126826-B2,Method and system for active learning screening process with dynamic information modeling ,2012-02-28,https://patents.google.com/patent/US8126826B2/en
US-8229881-B2,System and method for creating and searching medical ontologies ,2012-07-24,https://patents.google.com/patent/US8229881B2/en
US-11170881-B2,Devices and method for a healthcare collaboration space ,2021-11-09,https://patents.google.com/patent/US11170881B2/en
US-11093487-B2,Natural language processing review and override based on confidence analysis ,2021-08-17,https://patents.google.com/patent/US11093487B2/en
US-11087878-B2,Methods and systems for improving connections within a healthcare ecosystem ,2021-08-10,https://patents.google.com/patent/US11087878B2/en
US-11621076-B2,Machine learning system and method for pet health records ,2023-04-04,https://patents.google.com/patent/US11621076B2/en
US-11720639-B1,Ontology mapper ,2023-08-08,https://patents.google.com/patent/US11720639B1/en
US-11266341-B2,Measuring dynamic body movement ,2022-03-08,https://patents.google.com/patent/US11266341B2/en
US-11763931-B2,Rule out accuracy for detecting findings of interest in images ,2023-09-19,https://patents.google.com/patent/US11763931B2/en
US-11210510-B2,Storing anonymized identifiers instead of personally identifiable information ,2021-12-28,https://patents.google.com/patent/US11210510B2/en
US-10528763-B2,Method of protecting data exchanged between a service user and a service provider ,2020-01-07,https://patents.google.com/patent/US10528763B2/en
US-10585784-B2,Regression testing question answering cognitive computing systems by applying ground truth virtual checksum techniques ,2020-03-10,https://patents.google.com/patent/US10585784B2/en
US-9348900-B2,Generating an answer from multiple pipelines using clustering ,2016-05-24,https://patents.google.com/patent/US9348900B2/en
US-10791930-B2,"Systems, devices, and methods for analyzing and enhancing patient health ",2020-10-06,https://patents.google.com/patent/US10791930B2/en
US-10755413-B1,Method and system for medical imaging evaluation ,2020-08-25,https://patents.google.com/patent/US10755413B1/en
US-11714837-B2,Synonym discovery ,2023-08-01,https://patents.google.com/patent/US11714837B2/en
US-11183308-B2,Estimating personalized drug responses from real world evidence ,2021-11-23,https://patents.google.com/patent/US11183308B2/en
US-9621601-B2,User collaboration for answer generation in question and answer system ,2017-04-11,https://patents.google.com/patent/US9621601B2/en
US-12045575-B2,Ontologically driven procedure coding ,2024-07-23,https://patents.google.com/patent/US12045575B2/en
US-9002773-B2,Decision-support application and system for problem solving using a question-answering system ,2015-04-07,https://patents.google.com/patent/US9002773B2/en
US-11531901-B2,Imaging modality smart find maintenance systems and methods ,2022-12-20,https://patents.google.com/patent/US11531901B2/en
US-11288296-B2,"Device, system, and method for determining information relevant to a clinician ",2022-03-29,https://patents.google.com/patent/US11288296B2/en
US-11741316-B2,Employing abstract meaning representation to lay the last mile towards reading comprehension ,2023-08-29,https://patents.google.com/patent/US11741316B2/en
US-12033087-B2,Categorical input machine learning models ,2024-07-09,https://patents.google.com/patent/US12033087B2/en
US-9390086-B2,Classification system with methodology for efficient verification ,2016-07-12,https://patents.google.com/patent/US9390086B2/en
US-11706243-B2,Multi-application recommendation engine for a remote network management platform ,2023-07-18,https://patents.google.com/patent/US11706243B2/en
US-9947090-B2,Medical image dectection system and method ,2018-04-17,https://patents.google.com/patent/US9947090B2/en
US-11455543-B2,Textual entailment ,2022-09-27,https://patents.google.com/patent/US11455543B2/en
US-10923115-B2,Dynamically generated dialog ,2021-02-16,https://patents.google.com/patent/US10923115B2/en
US-11081215-B2,Medical record problem list generation ,2021-08-03,https://patents.google.com/patent/US11081215B2/en
US-11358285-B2,Robot and method of recognizing mood using the same ,2022-06-14,https://patents.google.com/patent/US11358285B2/en
US-10777200-B2,Artificial intelligence for mitigating effects of long-term cognitive conditions on patient interactions ,2020-09-15,https://patents.google.com/patent/US10777200B2/en
US-10430255-B2,Application program interface mashup generation ,2019-10-01,https://patents.google.com/patent/US10430255B2/en
US-11373761-B2,Device and methods for machine learning-driven diagnostic testing ,2022-06-28,https://patents.google.com/patent/US11373761B2/en
US-11176441-B2,Neural network architecture for performing medical coding ,2021-11-16,https://patents.google.com/patent/US11176441B2/en
US-10509889-B2,Data processing system and method for computer-assisted coding of natural language medical text ,2019-12-17,https://patents.google.com/patent/US10509889B2/en
US-10835146-B2,Autonomous brain-machine interface ,2020-11-17,https://patents.google.com/patent/US10835146B2/en
US-9542388-B2,Identifying unchecked criteria in unstructured and semi-structured data ,2017-01-10,https://patents.google.com/patent/US9542388B2/en
US-10984324-B2,Automatic generation of training cases and answer key from historical corpus ,2021-04-20,https://patents.google.com/patent/US10984324B2/en
US-11816750-B2,System and method for enhanced curation of health applications ,2023-11-14,https://patents.google.com/patent/US11816750B2/en
US-11727327-B2,Method and system for multistage candidate ranking ,2023-08-15,https://patents.google.com/patent/US11727327B2/en
US-10885081-B2,Systems and methods for contextual ranking of search results ,2021-01-05,https://patents.google.com/patent/US10885081B2/en
US-11742092-B2,Health information transformation system ,2023-08-29,https://patents.google.com/patent/US11742092B2/en
US-10996850-B2,Method and apparatus for controlling virtual keyboard ,2021-05-04,https://patents.google.com/patent/US10996850B2/en
US-9870545-B2,System and method for providing user interface cards ,2018-01-16,https://patents.google.com/patent/US9870545B2/en
US-11106934-B2,Automatic visual display overlays of contextually related data from multiple applications ,2021-08-31,https://patents.google.com/patent/US11106934B2/en
US-10198816-B2,Medical evaluation machine learning workflows and processes ,2019-02-05,https://patents.google.com/patent/US10198816B2/en
US-10043135-B2,"Textual information extraction, parsing, and inferential analysis ",2018-08-07,https://patents.google.com/patent/US10043135B2/en
US-10140272-B2,Dynamic context aware abbreviation detection and annotation ,2018-11-27,https://patents.google.com/patent/US10140272B2/en
US-11860967-B2,Automation system and method ,2024-01-02,https://patents.google.com/patent/US11860967B2/en
